Domaine,Zone,Élément,Produit,Année,Valeur
"Bilans Alimentaires (2010-)","Grèce","Exportations - Quantité","Riz et produits","2017","248"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité intérieure","Riz et produits","2017","50"
"Bilans Alimentaires (2010-)","Grèce","Aliments pour animaux","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Grèce","Semences","Riz et produits","2017","5"
"Bilans Alimentaires (2010-)","Grèce","Pertes","Riz et produits","2017","10"
"Bilans Alimentaires (2010-)","Grèce","Traitement","Riz et produits","2017","5"
"Bilans Alimentaires (2010-)","Grèce","Autres utilisations (non alimentaire)","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Grèce","Résidus","Riz et produits","2017","-13"
"Bilans Alimentaires (2010-)","Grèce","Nourriture","Riz et produits","2017","43"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité alimentaire en quantité (kg/personne/an)","Riz et produits","2017","4.09"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité alimentaire (Kcal/personne/jour)","Riz et produits","2017","26"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité de protéines en quantité (g/personne/jour)","Riz et produits","2017","0.51"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité de matière grasse en quantité (g/personne/jour)","Riz et produits","2017","0.04"
"Bilans Alimentaires (2010-)","Grèce","Production","Orge et produits","2017","377"
"Bilans Alimentaires (2010-)","Grèce","Importations - Quantité","Orge et produits","2017","188"
"Bilans Alimentaires (2010-)","Grèce","Variation de stock","Orge et produits","2017","13"
"Bilans Alimentaires (2010-)","Grèce","Exportations - Quantité","Orge et produits","2017","3"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité intérieure","Orge et produits","2017","548"
"Bilans Alimentaires (2010-)","Grèce","Aliments pour animaux","Orge et produits","2017","416"
"Bilans Alimentaires (2010-)","Grèce","Semences","Orge et produits","2017","20"
"Bilans Alimentaires (2010-)","Grèce","Pertes","Orge et produits","2017","17"
"Bilans Alimentaires (2010-)","Grèce","Traitement","Orge et produits","2017","92"
"Bilans Alimentaires (2010-)","Grèce","Résidus","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Grèce","Nourriture","Orge et produits","2017","2"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité alimentaire en quantité (kg/personne/an)","Orge et produits","2017","0.2"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité alimentaire (Kcal/personne/jour)","Orge et produits","2017","6"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité de protéines en quantité (g/personne/jour)","Orge et produits","2017","0.16"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité de matière grasse en quantité (g/personne/jour)","Orge et produits","2017","0.03"
"Bilans Alimentaires (2010-)","Grèce","Production","Maïs et produits","2017","1462"
"Bilans Alimentaires (2010-)","Grèce","Importations - Quantité","Maïs et produits","2017","747"
"Bilans Alimentaires (2010-)","Grèce","Variation de stock","Maïs et produits","2017","3"
"Bilans Alimentaires (2010-)","Grèce","Exportations - Quantité","Maïs et produits","2017","16"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité intérieure","Maïs et produits","2017","2190"
"Bilans Alimentaires (2010-)","Grèce","Aliments pour animaux","Maïs et produits","2017","1861"
"Bilans Alimentaires (2010-)","Grèce","Semences","Maïs et produits","2017","8"
"Bilans Alimentaires (2010-)","Grèce","Pertes","Maïs et produits","2017","130"
"Bilans Alimentaires (2010-)","Grèce","Traitement","Maïs et produits","2017","29"
"Bilans Alimentaires (2010-)","Grèce","Autres utilisations (non alimentaire)","Maïs et produits","2017","143"
"Bilans Alimentaires (2010-)","Grèce","Résidus","Maïs et produits","2017","0"
"Bilans Alimentaires (2010-)","Grèce","Nourriture","Maïs et produits","2017","19"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité alimentaire en quantité (kg/personne/an)","Maïs et produits","2017","1.79"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité alimentaire (Kcal/personne/jour)","Maïs et produits","2017","13"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité de protéines en quantité (g/personne/jour)","Maïs et produits","2017","0.33"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité de matière grasse en quantité (g/personne/jour)","Maïs et produits","2017","0.1"
"Bilans Alimentaires (2010-)","Grèce","Production","Seigle et produits","2017","26"
"Bilans Alimentaires (2010-)","Grèce","Importations - Quantité","Seigle et produits","2017","3"
"Bilans Alimentaires (2010-)","Grèce","Variation de stock","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Grèce","Exportations - Quantité","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité intérieure","Seigle et produits","2017","30"
"Bilans Alimentaires (2010-)","Grèce","Aliments pour animaux","Seigle et produits","2017","24"
"Bilans Alimentaires (2010-)","Grèce","Semences","Seigle et produits","2017","2"
"Bilans Alimentaires (2010-)","Grèce","Pertes","Seigle et produits","2017","1"
"Bilans Alimentaires (2010-)","Grèce","Traitement","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Grèce","Résidus","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Grèce","Nourriture","Seigle et produits","2017","3"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité alimentaire en quantité (kg/personne/an)","Seigle et produits","2017","0.28"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité alimentaire (Kcal/personne/jour)","Seigle et produits","2017","2"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité de protéines en quantité (g/personne/jour)","Seigle et produits","2017","0.05"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité de matière grasse en quantité (g/personne/jour)","Seigle et produits","2017","0.01"
"Bilans Alimentaires (2010-)","Grèce","Production","Avoine","2017","110"
"Bilans Alimentaires (2010-)","Grèce","Importations - Quantité","Avoine","2017","15"
"Bilans Alimentaires (2010-)","Grèce","Variation de stock","Avoine","2017","-3"
"Bilans Alimentaires (2010-)","Grèce","Exportations - Quantité","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité intérieure","Avoine","2017","127"
"Bilans Alimentaires (2010-)","Grèce","Aliments pour animaux","Avoine","2017","108"
"Bilans Alimentaires (2010-)","Grèce","Semences","Avoine","2017","8"
"Bilans Alimentaires (2010-)","Grèce","Pertes","Avoine","2017","7"
"Bilans Alimentaires (2010-)","Grèce","Résidus","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Grèce","Nourriture","Avoine","2017","5"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité alimentaire en quantité (kg/personne/an)","Avoine","2017","0.43"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité alimentaire (Kcal/personne/jour)","Avoine","2017","5"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité de protéines en quantité (g/personne/jour)","Avoine","2017","0.19"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité de matière grasse en quantité (g/personne/jour)","Avoine","2017","0.07"
"Bilans Alimentaires (2010-)","Grèce","Production","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Grèce","Importations - Quantité","Millet et produits","2017","1"
"Bilans Alimentaires (2010-)","Grèce","Variation de stock","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Grèce","Exportations - Quantité","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité intérieure","Millet et produits","2017","1"
"Bilans Alimentaires (2010-)","Grèce","Aliments pour animaux","Millet et produits","2017","1"
"Bilans Alimentaires (2010-)","Grèce","Pertes","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Grèce","Résidus","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Grèce","Production","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Grèce","Importations - Quantité","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Grèce","Variation de stock","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Grèce","Exportations - Quantité","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité intérieure","Sorgho et produits","2017","1"
"Bilans Alimentaires (2010-)","Grèce","Aliments pour animaux","Sorgho et produits","2017","1"
"Bilans Alimentaires (2010-)","Grèce","Semences","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Grèce","Pertes","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Grèce","Résidus","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Grèce","Production","Céréales, Autres","2017","96"
"Bilans Alimentaires (2010-)","Grèce","Importations - Quantité","Céréales, Autres","2017","53"
"Bilans Alimentaires (2010-)","Grèce","Variation de stock","Céréales, Autres","2017","13"
"Bilans Alimentaires (2010-)","Grèce","Exportations - Quantité","Céréales, Autres","2017","4"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité intérieure","Céréales, Autres","2017","132"
"Bilans Alimentaires (2010-)","Grèce","Aliments pour animaux","Céréales, Autres","2017","116"
"Bilans Alimentaires (2010-)","Grèce","Semences","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Grèce","Pertes","Céréales, Autres","2017","5"
"Bilans Alimentaires (2010-)","Grèce","Résidus","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Grèce","Nourriture","Céréales, Autres","2017","11"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité alimentaire en quantité (kg/personne/an)","Céréales, Autres","2017","1.08"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité alimentaire (Kcal/personne/jour)","Céréales, Autres","2017","11"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité de protéines en quantité (g/personne/jour)","Céréales, Autres","2017","0.3"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité de matière grasse en quantité (g/personne/jour)","Céréales, Autres","2017","0.03"
"Bilans Alimentaires (2010-)","Grenade","Production","Blé et produits","2017","0"
"Bilans Alimentaires (2010-)","Grenade","Importations - Quantité","Blé et produits","2017","16"
"Bilans Alimentaires (2010-)","Grenade","Variation de stock","Blé et produits","2017","0"
"Bilans Alimentaires (2010-)","Grenade","Exportations - Quantité","Blé et produits","2017","5"
"Bilans Alimentaires (2010-)","Grenade","Disponibilité intérieure","Blé et produits","2017","11"
"Bilans Alimentaires (2010-)","Grenade","Aliments pour animaux","Blé et produits","2017","1"
"Bilans Alimentaires (2010-)","Grenade","Pertes","Blé et produits","2017","0"
"Bilans Alimentaires (2010-)","Grenade","Traitement","Blé et produits","2017","0"
"Bilans Alimentaires (2010-)","Grenade","Alimentation pour touristes","Blé et produits","2017","3"
"Bilans Alimentaires (2010-)","Grenade","Résidus","Blé et produits","2017","0"
"Bilans Alimentaires (2010-)","Grenade","Nourriture","Blé et produits","2017","7"
"Bilans Alimentaires (2010-)","Grenade","Disponibilité alimentaire en quantité (kg/personne/an)","Blé et produits","2017","61.06"
"Bilans Alimentaires (2010-)","Grenade","Disponibilité alimentaire (Kcal/personne/jour)","Blé et produits","2017","472"
"Bilans Alimentaires (2010-)","Grenade","Disponibilité de protéines en quantité (g/personne/jour)","Blé et produits","2017","12.98"
"Bilans Alimentaires (2010-)","Grenade","Disponibilité de matière grasse en quantité (g/personne/jour)","Blé et produits","2017","1.48"
"Bilans Alimentaires (2010-)","Grenade","Importations - Quantité","Riz et produits","2017","1"
"Bilans Alimentaires (2010-)","Grenade","Variation de stock","Riz et produits","2017","-1"
"Bilans Alimentaires (2010-)","Grenade","Exportations - Quantité","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Grenade","Disponibilité intérieure","Riz et produits","2017","2"
"Bilans Alimentaires (2010-)","Grenade","Aliments pour animaux","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Grenade","Alimentation pour touristes","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Grenade","Résidus","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Grenade","Nourriture","Riz et produits","2017","2"
"Bilans Alimentaires (2010-)","Grenade","Disponibilité alimentaire en quantité (kg/personne/an)","Riz et produits","2017","13.92"
"Bilans Alimentaires (2010-)","Grenade","Disponibilité alimentaire (Kcal/personne/jour)","Riz et produits","2017","137"
"Bilans Alimentaires (2010-)","Grenade","Disponibilité de protéines en quantité (g/personne/jour)","Riz et produits","2017","2.76"
"Bilans Alimentaires (2010-)","Grenade","Disponibilité de matière grasse en quantité (g/personne/jour)","Riz et produits","2017","0.52"
"Bilans Alimentaires (2010-)","Grenade","Importations - Quantité","Orge et produits","2017","1"
"Bilans Alimentaires (2010-)","Grenade","Variation de stock","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Grenade","Disponibilité intérieure","Orge et produits","2017","1"
"Bilans Alimentaires (2010-)","Grenade","Traitement","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Grenade","Alimentation pour touristes","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Grenade","Résidus","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Grenade","Nourriture","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Grenade","Disponibilité alimentaire en quantité (kg/personne/an)","Orge et produits","2017","3.64"
"Bilans Alimentaires (2010-)","Grenade","Disponibilité alimentaire (Kcal/personne/jour)","Orge et produits","2017","37"
"Bilans Alimentaires (2010-)","Grenade","Disponibilité de protéines en quantité (g/personne/jour)","Orge et produits","2017","1.31"
"Bilans Alimentaires (2010-)","Grenade","Disponibilité de matière grasse en quantité (g/personne/jour)","Orge et produits","2017","0.2"
"Bilans Alimentaires (2010-)","Grenade","Production","Maïs et produits","2017","0"
"Bilans Alimentaires (2010-)","Grenade","Importations - Quantité","Maïs et produits","2017","4"
"Bilans Alimentaires (2010-)","Grenade","Variation de stock","Maïs et produits","2017","0"
"Bilans Alimentaires (2010-)","Grenade","Exportations - Quantité","Maïs et produits","2017","0"
"Bilans Alimentaires (2010-)","Grenade","Disponibilité intérieure","Maïs et produits","2017","4"
"Bilans Alimentaires (2010-)","Grenade","Aliments pour animaux","Maïs et produits","2017","4"
"Bilans Alimentaires (2010-)","Grenade","Semences","Maïs et produits","2017","0"
"Bilans Alimentaires (2010-)","Grenade","Pertes","Maïs et produits","2017","0"
"Bilans Alimentaires (2010-)","Grenade","Traitement","Maïs et produits","2017","0"
"Bilans Alimentaires (2010-)","Grenade","Alimentation pour touristes","Maïs et produits","2017","0"
"Bilans Alimentaires (2010-)","Grenade","Résidus","Maïs et produits","2017","0"
"Bilans Alimentaires (2010-)","Grenade","Nourriture","Maïs et produits","2017","0"
"Bilans Alimentaires (2010-)","Grenade","Disponibilité alimentaire en quantité (kg/personne/an)","Maïs et produits","2017","3.06"
"Bilans Alimentaires (2010-)","Grenade","Disponibilité alimentaire (Kcal/personne/jour)","Maïs et produits","2017","27"
"Bilans Alimentaires (2010-)","Grenade","Disponibilité de protéines en quantité (g/personne/jour)","Maïs et produits","2017","0.59"
"Bilans Alimentaires (2010-)","Grenade","Disponibilité de matière grasse en quantité (g/personne/jour)","Maïs et produits","2017","0.1"
"Bilans Alimentaires (2010-)","Grenade","Importations - Quantité","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Grenade","Disponibilité intérieure","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Grenade","Alimentation pour touristes","Seigle et produits","2017","0"
